Fiscal Year,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Inbound/Outbound,Count of Seizure Events,Currency Seizures Amount (USD)
2024,FEB,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Inbound,1,10115.72
2024,FEB,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Inbound,1,10121.74
2024,FEB,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Outbound,1,17220.0
2024,FEB,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,3,40352.4
2024,FEB,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other,1,11830.0
2024,FEB,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Other,1,5.0
2024,FEB,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,7,180107.0
2024,FEB,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,9,204266.0
2024,FEB,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,2,32505.96
2024,FEB,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,7,128579.0
2024,FEB,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Outbound,1,67400.0
2024,FEB,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,37,336135.93
2024,FEB,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,1,17136.0
2024,FEB,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,18,289221.19
2024,FEB,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other,1,39704.0
2024,FEB,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,6,263803.0
2024,FEB,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,9,17928.0
2024,FEB,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,4,53272.0
2024,FEB,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,1,12281.49
2024,FEB,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Other,1,1.0
2024,FEB,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Inbound,1,24833.04
2024,FEB,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Outbound,1,31755.0
2024,FEB,U.S. Border Patrol,Central/Coastal/Other,Other,MIAMI SECTOR,Other,1,1821.0
2024,FEB,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other,9,16057.18
2024,FEB,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other,2,67466.0
2024,FEB,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other,1,1368.81
2024,FEB,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other,1,1209.0
2024,FEB,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,9,182624.59
2024,FEB,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,3,3845.0
2024,FEB,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,2,15220.0
2024,FEB,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,8,27668.45
2024,FEB,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,8,12191.0
2024,FEB,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other,3,62257.0
2024,JAN,Office of Field Operations,Central/Coastal/Other,Other,ATLANTA FIELD OFFICE,Other,1,47960.0
2024,JAN,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Other,1,94101.0
2024,JAN,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,3,70684.0
2024,JAN,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,6,165367.0
2024,JAN,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,1,18415.0
2024,JAN,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,3,69345.7
2024,JAN,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,5,45814.0
2024,JAN,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Other,1,100.0
2024,JAN,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,4,129699.0
2024,JAN,Office of Field Operations,Central/Coastal/Other,Other,NEW ORLEANS FIELD OFFICE,Other,1,12132.2
2024,JAN,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Inbound,6,210252.0
2024,JAN,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Outbound,5,232798.0
2024,JAN,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,8,137645.0
2024,JAN,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Outbound,2,44080.0
2024,JAN,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,1,17500.0
2024,JAN,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,2,48266.0
2024,JAN,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Inbound,7,41925.0
2024,JAN,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Other,1,40400.0
2024,JAN,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Outbound,1,20937.0
2024,JAN,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,2,29804.89
2024,JAN,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,2,50537.0
2024,JAN,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,15,333073.0
2024,JAN,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,2,30780.0
2024,JAN,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,7,104725.0
2024,JAN,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,18,124539.21
2024,JAN,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,2,11087.0
2024,JAN,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,21,471425.87
2024,JAN,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,7,103530.0
2024,JAN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,12,72835.0
2024,JAN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,10,324200.0
2024,JAN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,3,14742.0
2024,JAN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,11,221024.45
2024,JAN,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Inbound,1,14748.0
2024,JAN,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,1,16143.0
2024,JAN,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other,1,10000.0
2024,JAN,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Other,1,10008.0
2024,JAN,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other,1,3600.0
2024,JAN,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other,1,99.0
2024,JAN,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,7,43673.0
2024,JAN,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,4,9609.0
2024,JAN,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other,1,645.0
2024,JAN,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,1,1045.0
2024,JAN,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,1,830.0
2024,JAN,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other,3,145320.31
2024,JUL,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Inbound,2,54991.15
2024,JUL,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,2,56630.0
2024,JUL,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Inbound,2,23320.0
2024,JUL,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Other,5,170280.0
2024,JUL,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,4,282141.0
2024,JUL,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,1,60428.0
2024,JUL,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,4,66525.0
2024,JUL,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,2,62460.0
2024,JUL,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,4,133001.0
2024,JUL,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Other,1,200000.0
2024,JUL,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,1,71040.0
2024,JUL,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Inbound,1,200.0
2024,JUL,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,8,133778.33000000002
2024,JUL,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,3,94273.38
2024,JUL,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Outbound,4,41512.46
2024,JUL,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,1,5125.0
2024,JUL,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,3,36780.0
2024,JUL,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Inbound,1,1500.0
2024,JUL,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Other,1,56812.0
2024,JUL,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Inbound,3,133725.87
2024,JUL,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Inbound,1,15371.0
2024,JUL,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,5,63693.75
2024,JUL,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Outbound,1,14802.0
2024,JUL,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,1,35859.0
2024,JUL,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,7,194581.86
2024,JUL,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,7,150453.0
2024,JUL,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,13,228416.0
2024,JUL,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Inbound,1,38174.0
2024,JUL,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,25,160678.02
2024,JUL,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,8,125517.02
2024,JUL,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,5,231649.0
2024,JUL,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,5,41486.0
2024,JUL,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,4,1012120.74
2024,JUL,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,4,13989.0
2024,JUL,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,3,37652.97
2024,JUL,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Outbound,3,52167.0
2024,JUL,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,1,15000.0
2024,JUL,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other,13,32196.0
2024,JUL,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Other,4,68430.0
2024,JUL,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other,3,28270.29
2024,JUL,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other,1,1103.0
2024,JUL,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other,1,369.0
2024,JUL,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,3,105937.0
2024,JUL,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,15,29733.5
2024,JUL,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,6,75158.55
2024,JUL,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other,1,15330.0
2024,JUL,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,2,678.0
2024,JUL,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,6,11405.0
2024,JUN,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Inbound,1,29479.0
2024,JUN,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Other,4,923343.0
2024,JUN,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,2,47275.0
2024,JUN,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Inbound,1,14400.0
2024,JUN,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Other,6,208413.0
2024,JUN,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,1,25000.0
2024,JUN,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,6,102128.0
2024,JUN,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,6,187097.0
2024,JUN,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,4,71049.0
2024,JUN,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,1,2000.0
2024,JUN,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,3,31977.0
2024,JUN,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,7,293148.0
2024,JUN,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,6,218061.0
2024,JUN,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,4,225963.0
2024,JUN,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Outbound,1,36467.0
2024,JUN,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,3,30245.0
2024,JUN,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,2,46712.0
2024,JUN,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Outbound,2,33200.0
2024,JUN,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Inbound,2,19538.0
2024,JUN,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,5,95507.0
2024,JUN,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Inbound,2,34205.0
2024,JUN,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,4,102464.0
2024,JUN,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,15,405961.0
2024,JUN,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,4,58865.0
2024,JUN,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,17,341371.0
2024,JUN,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Outbound,1,24410.0
2024,JUN,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,24,137645.15
2024,JUN,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,2,8077.0
2024,JUN,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,12,232172.98
2024,JUN,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,8,467908.0
2024,JUN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,4,19796.8
2024,JUN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,5,67715.0
2024,JUN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,1,6400.0
2024,JUN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,3,31419.0
2024,JUN,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Outbound,4,95207.75
2024,JUN,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,1,4250.0
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other,14,20369.0
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Other,2,11100.0
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Other,1,1180.0
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other,2,6825.0
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other,3,2799.3500000000004
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,3,34417.0
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,9,67854.0
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,6,39372.0
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,8,67979.56
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,9,84247.0
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other,2,6159.0
2024,MAR,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Inbound,1,12900.0
2024,MAR,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,1,12915.0
2024,MAR,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Other,5,88910.0
2024,MAR,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,3,56238.0
2024,MAR,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,5,204069.0
2024,MAR,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,2,85264.0
2024,MAR,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,2,42242.0
2024,MAR,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,2,7322.0
2024,MAR,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Other,3,22765.0
2024,MAR,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,5,186246.0
2024,MAR,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Outbound,3,32788.0
2024,MAR,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,7,202428.0
2024,MAR,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,1,17000.32
2024,MAR,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Outbound,1,29576.0
2024,MAR,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,1,431000.0
2024,MAR,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,3,63910.0
2024,MAR,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Inbound,1,14220.98
2024,MAR,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Outbound,1,17734.0
2024,MAR,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,4,75077.0
2024,MAR,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Outbound,1,8219.0
2024,MAR,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,12,395806.0
2024,MAR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,2,30264.0
2024,MAR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,13,233732.0
2024,MAR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,22,218424.0
2024,MAR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,1,9746.0
2024,MAR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,14,172319.84
2024,MAR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,12,732995.0
2024,MAR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,10,73422.28
2024,MAR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,5,120448.0
2024,MAR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,4,26487.0
2024,MAR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,3,66485.0
2024,MAR,U.S. Border Patrol,Central/Coastal/Other,Other,MIAMI SECTOR,Other,2,16062.37
2024,MAR,U.S. Border Patrol,Central/Coastal/Other,Other,RAMEY SECTOR,Other,1,138.27
2024,MAR,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other,11,31558.51
2024,MAR,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Other,1,840.0
2024,MAR,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Other,2,42674.0
2024,MAR,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other,1,14193.75
2024,MAR,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,2,12500.0
2024,MAR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,13,31967.0
2024,MAR,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,2,14929.0
2024,MAR,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other,1,114020.0
2024,MAR,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,6,211442.0
2024,MAR,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,4,7036.0
2024,MAR,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other,5,282141.4
2024,MAY,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Inbound,3,77481.48000000001
2024,MAY,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Other,10,159780.0
2024,MAY,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,4,66821.0
2024,MAY,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,3,64367.0
2024,MAY,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,2,44106.8
2024,MAY,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,2,39602.990000000005
2024,MAY,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,3,75750.0
2024,MAY,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,7,74817.17
2024,MAY,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,6,150510.0
2024,MAY,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Outbound,1,43390.0
2024,MAY,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,9,136364.0
2024,MAY,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,2,18499.0
2024,MAY,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Outbound,3,65331.0
2024,MAY,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,1,10000.0
2024,MAY,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,5,72215.84
2024,MAY,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Inbound,1,10820.0
2024,MAY,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Outbound,1,42960.0
2024,MAY,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Inbound,1,18077.0
2024,MAY,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Inbound,2,42451.56
2024,MAY,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Outbound,1,28027.0
2024,MAY,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,1,14285.83
2024,MAY,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,5,120549.0
2024,MAY,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,10,209957.0
2024,MAY,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,16,308298.0
2024,MAY,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,32,278431.0
2024,MAY,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,3,34793.0
2024,MAY,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,6,62912.0
2024,MAY,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,12,526257.0
2024,MAY,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,11,57053.29
2024,MAY,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,7,107731.02
2024,MAY,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,7,38947.07
2024,MAY,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,9,150430.0
2024,MAY,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Inbound,1,10464.0
2024,MAY,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Outbound,2,26959.0
2024,MAY,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,4,106811.0
2024,MAY,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other,21,69624.0
